name	1920	1920m	1920f	1925	1925m	1925f
全　　　　　　　　国	55,963,053 	28,044,185 	27,918,868 	59,736,822 	30,013,109 	29,723,713 	64,450,005 	32,390,155 	32,059,850 	69,254,148 	34,734,133 	34,520,015 	73,114,308 	36,566,010 	36,548,298 	71,998,104 	33,894,059 	38,104,045 	84,114,574 	41,241,192 	42,873,382 	90,076,594 	44,242,657 	45,833,937 	94,301,623 	46,300,445 	48,001,178 	99,209,137 	48,692,138 	50,516,999 	104,665,171 	51,369,177 	53,295,994 	111,939,643 	55,090,673 	56,848,970 	117,060,396 	57,593,769 	59,466,627 	121,048,923 	59,497,316 	61,551,607 	123,611,167 	60,696,724 	62,914,443 	125,570,246 	61,574,398 	63,995,848 	126,925,843 	62,110,764 	64,815,079 	127,767,994 	62,348,977 	65,419,017 	128,057,352 	62,327,737 	65,729,615									
31　鳥　　取　　県	454,675 	222,802 	231,873 	472,230 	230,580 	241,650 	489,266 	239,084 	250,182 	490,461 	239,301 	251,160 	484,390 	233,964 	250,426 	563,220 	255,525 	307,695 	600,177 	289,787 	310,390 	614,259 	297,015 	317,244 	599,135 	286,716 	312,419 	579,853 	275,572 	304,281 	568,777 	269,497 	299,280 	581,311 	277,151 	304,160 	604,221 	289,946 	314,275 	616,024 	295,511 	320,513 	615,722 	294,899 	320,823 	614,929 	294,414 	320,515 	613,289 	293,403 	319,886 	607,012 	290,190 	316,822 	588,667 	280,701 	307,966 																				
32　島　　根　　県	714,712 	354,959 	359,753 	722,402 	359,987 	362,415 	739,507 	368,888 	370,619 	747,119 	373,292 	373,827 	740,940 	367,855 	373,085 	860,275 	395,360 	464,915 	912,551 	444,355 	468,196 	929,066 	456,730 	472,336 	888,886 	432,481 	456,405 	821,620 	393,670 	427,950 	773,575 	367,658 	405,917 	768,886 	367,060 	401,826 	784,795 	377,499 	407,296 	794,629 	382,893 	411,736 	781,021 	373,618 	407,403 	771,441 	368,789 	402,652 	761,503 	363,994 	397,509 	742,223 	353,703 	388,520 	717,397 	342,991 	374,406 																				
33　岡　　山　　県	1,217,698 	605,316 	612,382 	1,238,447 	613,619 	624,828 	1,283,962 	637,965 	645,997 	1,332,647 	658,773 	673,874 	1,329,358 	651,197 	678,161 	1,564,626 	728,314 	836,312 	1,661,099 	804,357 	856,742 	1,689,800 	815,837 	873,963 	1,670,454 	797,748 	872,706 	1,645,135 	781,418 	863,717 	1,707,026 	819,359 	887,667 	1,814,305 	878,132 	936,173 	1,871,023 	905,477 	965,546 	1,916,906 	926,238 	990,668 	1,925,877 	926,721 	999,156 	1,950,750 	938,439 	1,012,311 	1,950,828 	936,044 	1,014,784 	1,957,264 	938,600 	1,018,664 	1,945,276 	933,168 	1,012,108 																				
34　広　　島　　県	1,541,905 	775,080 	766,825 	1,617,680 	818,266 	799,414 	1,692,136 	856,737 	835,399 	1,804,916 	914,185 	890,731 	1,869,504 	936,936 	932,568 	1,885,471 	878,343 	1,007,128 	2,081,967 	1,015,955 	1,066,012 	2,149,044 	1,047,184 	1,101,860 	2,184,043 	1,058,829 	1,125,214 	2,281,146 	1,107,878 	1,173,268 	2,436,135 	1,188,270 	1,247,865 	2,646,324 	1,296,677 	1,349,647 	2,739,161 	1,336,806 	1,402,355 	2,819,200 	1,373,853 	1,445,347 	2,849,847 	1,385,297 	1,464,550 	2,881,748 	1,398,986 	1,482,762 	2,878,915 	1,392,496 	1,486,419 	2,876,642 	1,390,190 	1,486,452 	2,860,750 	1,380,671 	1,480,079 																				
35　山　　口　　県	1,041,013 	521,041 	519,972 	1,094,544 	552,793 	541,751 	1,135,637 	571,642 	563,995 	1,190,542 	598,434 	592,108 	1,294,242 	658,265 	635,977 	1,356,491 	638,167 	718,324 	1,540,882 	760,220 	780,662 	1,609,839 	792,546 	817,293 	1,602,207 	780,439 	821,768 	1,543,573 	740,934 	802,639 	1,511,448 	719,147 	792,301 	1,555,218 	743,833 	811,385 	1,587,079 	759,255 	827,824 	1,601,627 	763,803 	837,824 	1,572,616 	744,844 	827,772 	1,555,543 	736,555 	818,988 	1,527,964 	722,683 	805,281 	1,492,606 	703,721 	788,885 	1,451,338 	684,176 	767,162 																				
36　徳　　島　　県	670,212 	331,768 	338,444 	689,814 	344,550 	345,264 	716,544 	356,958 	359,586 	728,748 	362,042 	366,706 	718,717 	354,423 	364,294 	835,763 	386,052 	449,711 	878,511 	427,684 	450,827 	878,109 	427,204 	450,905 	847,274 	408,300 	438,974 	815,115 	389,795 	425,320 	791,111 	376,729 	414,382 	805,166 	384,812 	420,354 	825,261 	395,994 	429,267 	834,889 	399,689 	435,200 	831,598 	395,906 	435,692 	832,427 	395,636 	436,791 	824,108 	391,718 	432,390 	809,950 	384,635 	425,315 	785,491 	372,710 	412,781 																				
37　香　　川　　県	677,852 	336,195 	341,657 	700,308 	351,911 	348,397 	732,816 	368,442 	364,374 	748,656 	373,522 	375,134 	730,394 	359,139 	371,255 	863,700 	396,235 	467,465 	946,022 	457,980 	488,042 	943,823 	456,711 	487,112 	918,867 	438,924 	479,943 	900,845 	427,058 	473,787 	907,897 	430,773 	477,124 	961,292 	461,370 	499,922 	999,864 	481,104 	518,760 	1,022,569 	492,696 	529,873 	1,023,412 	491,621 	531,791 	1,027,006 	493,482 	533,524 	1,022,890 	491,761 	531,129 	1,012,400 	486,108 	526,292 	995,842 	479,951 	515,891 																				
38　愛　　媛　　県	1,046,720 	515,389 	531,331 	1,096,366 	542,271 	554,095 	1,142,122 	564,699 	577,423 	1,164,898 	575,627 	589,271 	1,178,705 	580,839 	597,866 	1,361,484 	635,305 	726,179 	1,521,878 	742,092 	779,786 	1,540,628 	749,342 	791,286 	1,500,687 	721,311 	779,376 	1,446,384 	688,063 	758,321 	1,418,124 	670,980 	747,144 	1,465,215 	697,794 	767,421 	1,506,637 	718,517 	788,120 	1,529,983 	728,506 	801,477 	1,515,025 	716,940 	798,085 	1,506,700 	712,518 	794,182 	1,493,092 	704,289 	788,803 	1,467,815 	691,677 	776,138 	1,431,493 	673,326 	758,167 																				
39　高　　知　　県	670,895 	332,087 	338,808 	687,478 	341,687 	345,791 	718,152 	357,166 	360,986 	714,980 	355,225 	359,755 	709,286 	348,907 	360,379 	775,578 	357,940 	417,638 	873,874 	425,968 	447,906 	882,683 	429,175 	453,508 	854,595 	411,162 	443,433 	812,714 	386,725 	425,989 	786,882 	372,014 	414,868 	808,397 	383,538 	424,859 	831,275 	396,418 	434,857 	839,784 	398,408 	441,376 	825,034 	389,063 	435,971 	816,704 	384,446 	432,258 	813,949 	383,859 	430,090 	796,292 	374,435 	421,857 	764,456 	359,134 	405,322 																				
40　福　　岡　　県	2,188,249 	1,116,818 	1,071,431 	2,301,668 	1,166,165 	1,135,503 	2,527,119 	1,280,624 	1,246,495 	2,755,804 	1,392,799 	1,363,005 	3,094,132 	1,577,063 	1,517,069 	2,746,855 	1,304,677 	1,442,178 	3,530,169 	1,745,606 	1,784,563 	3,859,764 	1,895,365 	1,964,399 	4,006,679 	1,954,636 	2,052,043 	3,964,611 	1,911,317 	2,053,294 	4,027,416 	1,932,033 	2,095,383 	4,292,963 	2,070,190 	2,222,773 	4,553,461 	2,200,450 	2,353,011 	4,719,259 	2,270,496 	2,448,763 	4,811,050 	2,303,487 	2,507,563 	4,933,393 	2,357,525 	2,575,868 	5,015,699 	2,388,824 	2,626,875 	5,049,908 	2,394,094 	2,655,814 	5,071,968 	2,393,965 	2,678,003 																				
41　佐　　賀　　県	673,895 	329,962 	343,933 	684,831 	336,223 	348,608 	691,565 	337,996 	353,569 	686,117 	332,764 	353,353 	701,517 	343,047 	358,470 	830,431 	379,361 	451,070 	945,082 	455,824 	489,258 	973,749 	470,437 	503,312 	942,874 	448,797 	494,077 	871,885 	410,937 	460,948 	838,468 	393,631 	444,837 	837,674 	394,661 	443,013 	865,574 	410,912 	454,662 	880,013 	417,308 	462,705 	877,851 	414,673 	463,178 	884,316 	418,666 	465,650 	876,654 	414,377 	462,277 	866,369 	408,230 	458,139 	849,788 	400,136 	449,652 																				
42　長　　崎　　県	1,136,182 	584,234 	551,948 	1,163,945 	593,472 	570,473 	1,233,362 	630,525 	602,837 	1,296,883 	662,174 	634,709 	1,370,063 	698,627 	671,436 	1,318,589 	618,861 	699,728 	1,645,492 	812,079 	833,413 	1,747,596 	859,689 	887,907 	1,760,421 	860,623 	899,798 	1,641,245 	788,667 	852,578 	1,570,245 	747,971 	822,274 	1,571,912 	750,418 	821,494 	1,590,564 	758,374 	832,190 	1,593,968 	757,617 	836,351 	1,562,959 	736,729 	826,230 	1,544,934 	726,894 	818,040 	1,516,523 	712,346 	804,177 	1,478,632 	691,444 	787,188 	1,426,779 	665,899 	760,880 																				
43　熊　　本　　県	1,233,233 	602,389 	630,844 	1,296,086 	637,753 	658,333 	1,353,993 	664,106 	689,887 	1,387,054 	680,409 	706,645 	1,368,179 	666,886 	701,293 	1,556,490 	715,526 	840,964 	1,827,582 	882,420 	945,162 	1,895,663 	917,171 	978,492 	1,856,192 	887,038 	969,154 	1,770,736 	838,584 	932,152 	1,700,229 	798,152 	902,077 	1,715,273 	809,998 	905,275 	1,790,327 	850,831 	939,496 	1,837,747 	872,932 	964,815 	1,840,326 	869,441 	970,885 	1,859,793 	879,873 	979,920 	1,859,344 	878,145 	981,199 	1,842,233 	866,916 	975,317 	1,817,426 	853,514 	963,912 																				
44　大　　分　　県	860,282 	422,708 	437,574 	915,136 	451,298 	463,838 	945,771 	465,994 	479,777 	980,458 	481,549 	498,909 	972,975 	473,521 	499,454 	1,124,513 	520,470 	604,043 	1,252,999 	604,825 	648,174 	1,277,199 	616,402 	660,797 	1,239,655 	590,963 	648,692 	1,187,480 	559,433 	628,047 	1,155,566 	540,541 	615,025 	1,190,314 	561,760 	628,554 	1,228,913 	583,097 	645,816 	1,250,214 	593,014 	657,200 	1,236,942 	584,672 	652,270 	1,231,306 	581,909 	649,397 	1,221,140 	575,985 	645,155 	1,209,571 	569,796 	639,775 	1,196,529 	564,890 	631,639 																				
45　宮　　崎　　県	651,097 	326,610 	324,487 	691,094 	348,088 	343,006 	760,467 	383,128 	377,339 	824,431 	416,082 	408,349 	840,357 	417,180 	423,177 	913,687 	426,201 	487,486 	1,091,427 	535,107 	556,320 	1,139,384 	559,771 	579,613 	1,134,590 	552,285 	582,305 	1,080,692 	517,235 	563,457 	1,051,105 	498,065 	553,040 	1,085,055 	515,236 	569,819 	1,151,587 	550,207 	601,380 	1,175,543 	558,355 	617,188 	1,168,907 	551,524 	617,383 	1,175,819 	556,245 	619,574 	1,170,007 	552,160 	617,847 	1,153,042 	542,113 	610,929 	1,135,233 	533,035 	602,198 																				
46  鹿  児  島  県	1,415,582 	682,243 	733,339 	1,472,193 	713,702 	758,491 	1,556,690 	753,644 	803,046 	1,591,466 	773,126 	818,340 	1,589,467 	765,603 	823,864 	1,538,466 	699,455 	839,011 	1,804,118 	868,963 	935,155 	2,044,112 	985,617 	1,058,495 	1,963,104 	935,282 	1,027,822 	1,853,541 	872,751 	980,790 	1,729,150 	803,980 	925,170 	1,723,902 	804,365 	919,537 	1,784,623 	839,392 	945,231 	1,819,270 	856,493 	962,777 	1,797,824 	842,474 	955,350 	1,794,224 	840,980 	953,244 	1,786,194 	837,979 	948,215 	1,753,179 	819,646 	933,533 	1,706,242 	796,896 	909,346 																				
47  沖　　縄　　県	571,572 	274,829 	296,743 	557,622 	267,933 	289,689 	577,509 	272,797 	304,712 	592,494 	281,266 	311,228 	574,579 	270,680 	303,899 	-	-	-	914,937 	429,432 	485,505 	801,065 	381,939 	419,126 	883,122 	422,843 	460,279 	934,176 	447,693 	486,483 	945,111 	451,393 	493,718 	1,042,572 	510,754 	531,818 	1,106,559 	543,692 	562,867 	1,179,097 	581,102 	597,995 	1,222,398 	598,669 	623,729 	1,273,440 	624,737 	648,703 	1,318,220 	647,877 	670,343 	1,361,594 	668,502 	693,092 	1,392,818 	683,328 	709,490 																	
